Ai,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,Rank
$A_{141}$,1905.0,0.0,0.6,1.0,9.0,1.0,36.0,0.4,119.0,3.0,20.0,825.0,1542.0,1287.0,13.0,4.0,16.0,1.0,0.0,0.0,1.0,843
$A_{142}$,1816.0,1.0,1.6,1.0,0.0,0.0,50.0,0.1,186.0,5.0,2.0,800.0,1089.0,3637.0,11.0,7.0,16.0,0.0,0.0,1.0,3.0,790
$A_{143}$,1720.0,1.0,0.7,1.0,0.0,0.0,19.0,0.1,137.0,2.0,3.0,409.0,646.0,1222.0,13.0,2.0,7.0,0.0,0.0,0.0,1.0,1365
$A_{144}$,831.0,1.0,0.7,0.0,2.0,1.0,62.0,0.7,134.0,8.0,9.0,1482.0,1490.0,2573.0,16.0,12.0,18.0,1.0,0.0,1.0,2.0,381
$A_{145}$,771.0,0.0,2.9,0.0,2.0,0.0,62.0,0.7,106.0,1.0,8.0,1709.0,1781.0,1628.0,9.0,3.0,6.0,0.0,1.0,0.0,1.0,1477
$A_{146}$,1373.0,1.0,1.9,1.0,1.0,1.0,29.0,0.9,141.0,6.0,12.0,1220.0,1348.0,2752.0,15.0,2.0,7.0,1.0,1.0,1.0,3.0,53
$A_{147}$,1590.0,0.0,0.6,1.0,0.0,0.0,7.0,0.3,122.0,3.0,17.0,1464.0,1595.0,1201.0,12.0,3.0,18.0,1.0,1.0,1.0,1.0,531
$A_{148}$,1230.0,1.0,1.6,0.0,0.0,1.0,48.0,0.7,111.0,7.0,2.0,1960.0,1963.0,1622.0,18.0,17.0,16.0,1.0,1.0,1.0,2.0,86
$A_{149}$,955.0,1.0,0.5,0.0,2.0,0.0,2.0,0.6,155.0,4.0,10.0,428.0,1254.0,1974.0,14.0,1.0,18.0,1.0,1.0,0.0,1.0,1169
$A_{150}$,680.0,1.0,2.4,0.0,13.0,1.0,34.0,0.4,157.0,2.0,17.0,686.0,1418.0,3845.0,15.0,1.0,4.0,1.0,1.0,1.0,3.0,129
$A_{151}$,1269.0,1.0,1.3,0.0,14.0,0.0,52.0,0.8,118.0,2.0,15.0,1597.0,1920.0,665.0,18.0,5.0,5.0,0.0,0.0,0.0,1.0,1335
$A_{152}$,1656.0,0.0,1.0,0.0,5.0,1.0,34.0,0.1,166.0,3.0,7.0,880.0,1456.0,1629.0,15.0,12.0,14.0,1.0,1.0,0.0,1.0,867
$A_{153}$,793.0,0.0,1.0,1.0,5.0,1.0,30.0,0.9,133.0,2.0,15.0,1858.0,1935.0,2332.0,17.0,13.0,14.0,1.0,1.0,1.0,2.0,113
$A_{154}$,1154.0,0.0,2.0,0.0,6.0,1.0,35.0,0.8,159.0,5.0,16.0,1003.0,1827.0,3262.0,16.0,15.0,16.0,1.0,0.0,0.0,3.0,1317
$A_{155}$,1732.0,1.0,1.1,0.0,4.0,1.0,12.0,0.8,119.0,8.0,9.0,824.0,881.0,1308.0,16.0,7.0,11.0,1.0,0.0,1.0,1.0,518
$A_{156}$,717.0,1.0,0.5,1.0,4.0,0.0,10.0,0.6,198.0,1.0,5.0,217.0,1106.0,688.0,10.0,7.0,15.0,0.0,1.0,0.0,0.0,865
$A_{157}$,1174.0,1.0,0.9,0.0,7.0,0.0,30.0,1.0,147.0,4.0,20.0,744.0,1244.0,804.0,17.0,14.0,16.0,0.0,1.0,1.0,0.0,431
$A_{158}$,897.0,0.0,1.4,1.0,1.0,0.0,17.0,0.4,171.0,1.0,2.0,547.0,1852.0,2948.0,12.0,3.0,5.0,0.0,0.0,1.0,2.0,1398
$A_{159}$,1657.0,1.0,2.4,0.0,3.0,0.0,42.0,0.1,198.0,5.0,16.0,1770.0,1796.0,2597.0,18.0,1.0,14.0,1.0,0.0,0.0,3.0,1320
$A_{160}$,634.0,1.0,0.8,0.0,5.0,0.0,41.0,0.2,192.0,1.0,12.0,1362.0,1853.0,3242.0,18.0,11.0,4.0,1.0,0.0,1.0,3.0,968
$A_{161}$,1337.0,0.0,0.5,0.0,13.0,0.0,31.0,0.8,186.0,2.0,20.0,48.0,644.0,2180.0,7.0,4.0,16.0,1.0,0.0,1.0,1.0,1342
$A_{162}$,930.0,1.0,1.0,1.0,4.0,1.0,4.0,0.9,144.0,8.0,10.0,1017.0,1289.0,2016.0,13.0,10.0,16.0,1.0,1.0,1.0,1.0,16
$A_{163}$,1187.0,0.0,2.3,0.0,0.0,1.0,21.0,0.2,122.0,6.0,6.0,215.0,1125.0,2547.0,10.0,3.0,5.0,1.0,1.0,0.0,2.0,1208
$A_{164}$,545.0,0.0,0.5,0.0,0.0,1.0,11.0,0.3,131.0,3.0,1.0,381.0,1452.0,616.0,15.0,6.0,19.0,1.0,1.0,1.0,0.0,689
$A_{165}$,598.0,0.0,2.3,1.0,7.0,0.0,21.0,0.7,196.0,2.0,10.0,680.0,1173.0,3293.0,8.0,4.0,7.0,1.0,0.0,1.0,2.0,1096
$A_{166}$,1266.0,0.0,2.6,0.0,1.0,0.0,18.0,0.4,86.0,7.0,2.0,1187.0,1595.0,398.0,16.0,8.0,3.0,1.0,1.0,1.0,0.0,909
$A_{167}$,798.0,0.0,0.6,1.0,6.0,1.0,21.0,0.5,110.0,2.0,12.0,661.0,1951.0,1647.0,12.0,2.0,3.0,1.0,0.0,0.0,1.0,1132
$A_{168}$,972.0,1.0,1.3,0.0,8.0,0.0,44.0,0.7,82.0,7.0,10.0,297.0,589.0,3925.0,7.0,6.0,7.0,0.0,1.0,0.0,3.0,1237
$A_{169}$,1104.0,0.0,1.7,0.0,1.0,1.0,60.0,0.4,199.0,2.0,13.0,653.0,1413.0,1229.0,6.0,0.0,3.0,1.0,1.0,1.0,0.0,567
$A_{170}$,605.0,0.0,1.0,0.0,8.0,1.0,9.0,0.1,142.0,3.0,16.0,160.0,1026.0,392.0,15.0,6.0,4.0,1.0,0.0,0.0,0.0,1364
$A_{171}$,840.0,0.0,1.2,1.0,5.0,1.0,15.0,0.3,178.0,6.0,8.0,526.0,1728.0,2636.0,12.0,2.0,6.0,1.0,1.0,0.0,2.0,705
$A_{172}$,1944.0,1.0,1.8,1.0,0.0,1.0,31.0,0.8,87.0,4.0,10.0,1111.0,1362.0,2560.0,7.0,3.0,8.0,1.0,0.0,0.0,3.0,788
$A_{173}$,1039.0,0.0,0.5,1.0,8.0,0.0,47.0,0.2,130.0,8.0,9.0,384.0,1878.0,1742.0,18.0,12.0,15.0,1.0,0.0,0.0,1.0,1209
$A_{174}$,1368.0,0.0,0.5,0.0,10.0,1.0,42.0,0.2,91.0,1.0,20.0,907.0,925.0,1590.0,12.0,0.0,14.0,1.0,0.0,0.0,1.0,1324
$A_{175}$,1697.0,1.0,0.7,0.0,1.0,1.0,34.0,0.1,95.0,1.0,3.0,236.0,1264.0,3701.0,15.0,9.0,8.0,1.0,1.0,0.0,3.0,758
$A_{176}$,1095.0,1.0,0.5,0.0,4.0,0.0,45.0,0.5,197.0,1.0,5.0,179.0,1247.0,560.0,9.0,1.0,10.0,1.0,1.0,0.0,0.0,1136
$A_{177}$,1260.0,1.0,2.0,1.0,2.0,1.0,23.0,0.2,123.0,7.0,10.0,905.0,1313.0,2208.0,12.0,11.0,10.0,1.0,0.0,1.0,2.0,127
$A_{178}$,1558.0,1.0,2.5,0.0,2.0,1.0,32.0,0.1,114.0,5.0,3.0,322.0,1385.0,878.0,16.0,5.0,17.0,1.0,1.0,1.0,0.0,101
$A_{179}$,1189.0,1.0,1.9,0.0,5.0,0.0,7.0,0.5,164.0,2.0,20.0,79.0,615.0,841.0,13.0,10.0,11.0,0.0,1.0,0.0,0.0,1063
$A_{180}$,586.0,0.0,2.8,0.0,2.0,0.0,15.0,0.2,83.0,3.0,11.0,241.0,854.0,2592.0,12.0,8.0,3.0,0.0,0.0,0.0,1.0,1579
$A_{181}$,1638.0,0.0,1.0,0.0,6.0,0.0,2.0,0.2,189.0,1.0,11.0,440.0,563.0,2299.0,19.0,9.0,9.0,1.0,1.0,1.0,2.0,1057
$A_{182}$,907.0,1.0,2.6,1.0,7.0,0.0,44.0,0.2,160.0,3.0,12.0,144.0,896.0,3911.0,13.0,6.0,8.0,0.0,0.0,0.0,3.0,1188
$A_{183}$,867.0,1.0,1.5,0.0,0.0,1.0,57.0,0.1,159.0,4.0,0.0,289.0,724.0,2157.0,8.0,6.0,18.0,1.0,0.0,0.0,1.0,1046
$A_{184}$,1707.0,0.0,1.4,0.0,0.0,0.0,41.0,0.8,80.0,7.0,2.0,1331.0,1388.0,1774.0,12.0,0.0,10.0,0.0,0.0,0.0,2.0,1597
$A_{185}$,1660.0,0.0,2.8,1.0,4.0,0.0,7.0,0.8,184.0,1.0,6.0,76.0,1165.0,1531.0,12.0,0.0,7.0,0.0,0.0,0.0,1.0,1549
$A_{186}$,1454.0,1.0,0.5,1.0,1.0,0.0,34.0,0.7,83.0,4.0,3.0,250.0,1033.0,3419.0,7.0,5.0,5.0,1.0,1.0,0.0,3.0,893
$A_{187}$,1766.0,1.0,1.3,0.0,1.0,0.0,29.0,0.5,194.0,8.0,20.0,439.0,1306.0,2316.0,19.0,2.0,6.0,0.0,0.0,1.0,2.0,1215
$A_{188}$,1307.0,0.0,1.8,0.0,2.0,0.0,7.0,0.6,88.0,7.0,3.0,897.0,1103.0,1412.0,16.0,9.0,5.0,0.0,0.0,1.0,1.0,1510
$A_{189}$,1997.0,1.0,1.8,1.0,1.0,0.0,40.0,0.5,185.0,4.0,8.0,866.0,1212.0,1655.0,7.0,6.0,15.0,1.0,0.0,0.0,2.0,1059
$A_{190}$,1708.0,1.0,2.4,1.0,18.0,1.0,49.0,0.1,109.0,1.0,19.0,233.0,517.0,3388.0,6.0,4.0,16.0,1.0,1.0,1.0,3.0,2
$A_{191}$,914.0,1.0,0.7,0.0,1.0,1.0,60.0,0.9,198.0,5.0,4.0,740.0,840.0,3736.0,14.0,8.0,5.0,1.0,0.0,0.0,3.0,1257
$A_{192}$,663.0,0.0,0.8,1.0,0.0,0.0,25.0,0.6,183.0,2.0,1.0,82.0,1605.0,3176.0,6.0,2.0,2.0,1.0,0.0,1.0,2.0,1375
$A_{193}$,719.0,0.0,2.9,0.0,7.0,0.0,6.0,0.7,102.0,6.0,8.0,405.0,1141.0,841.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,1557
$A_{194}$,1763.0,0.0,0.5,1.0,12.0,0.0,10.0,0.2,184.0,3.0,19.0,238.0,1893.0,792.0,17.0,12.0,13.0,1.0,0.0,1.0,0.0,693
$A_{195}$,1354.0,1.0,0.7,1.0,3.0,1.0,26.0,0.5,136.0,4.0,6.0,297.0,918.0,2090.0,5.0,1.0,13.0,1.0,1.0,0.0,1.0,287
$A_{196}$,1216.0,0.0,3.0,0.0,4.0,0.0,47.0,0.4,199.0,3.0,7.0,1852.0,1967.0,2268.0,13.0,5.0,4.0,0.0,1.0,1.0,2.0,1082
$A_{197}$,1957.0,0.0,1.2,1.0,18.0,1.0,36.0,0.8,151.0,2.0,19.0,1194.0,1727.0,1115.0,16.0,2.0,18.0,1.0,0.0,1.0,1.0,258
$A_{198}$,555.0,1.0,0.5,1.0,2.0,0.0,17.0,0.2,163.0,5.0,12.0,956.0,1010.0,343.0,19.0,14.0,3.0,0.0,1.0,1.0,0.0,201
$A_{199}$,1048.0,1.0,1.5,0.0,2.0,1.0,29.0,1.0,182.0,1.0,4.0,29.0,1670.0,2146.0,11.0,10.0,2.0,1.0,0.0,0.0,1.0,1232
$A_{200}$,1061.0,1.0,2.1,0.0,3.0,1.0,52.0,0.1,109.0,7.0,4.0,138.0,1330.0,999.0,16.0,12.0,9.0,1.0,1.0,0.0,0.0,335
$A_{201}$,902.0,1.0,0.6,1.0,0.0,0.0,63.0,0.7,122.0,5.0,14.0,364.0,1360.0,3654.0,18.0,8.0,15.0,0.0,1.0,1.0,3.0,354
$A_{202}$,1197.0,1.0,0.5,1.0,9.0,0.0,20.0,0.1,129.0,5.0,10.0,214.0,1710.0,2885.0,19.0,7.0,14.0,1.0,1.0,1.0,2.0,111
$A_{203}$,1519.0,0.0,2.1,0.0,0.0,0.0,32.0,0.7,200.0,1.0,10.0,168.0,1239.0,2912.0,11.0,10.0,15.0,1.0,1.0,0.0,2.0,1467
$A_{204}$,1971.0,1.0,0.5,1.0,0.0,0.0,40.0,0.3,186.0,7.0,19.0,485.0,922.0,571.0,8.0,7.0,17.0,1.0,1.0,0.0,0.0,404
$A_{205}$,882.0,0.0,0.7,1.0,9.0,1.0,28.0,0.2,151.0,6.0,16.0,248.0,884.0,751.0,19.0,11.0,8.0,1.0,0.0,1.0,0.0,324
$A_{206}$,1332.0,0.0,1.3,1.0,5.0,1.0,7.0,0.8,168.0,7.0,19.0,846.0,855.0,2790.0,19.0,11.0,10.0,1.0,1.0,0.0,2.0,492
$A_{207}$,1910.0,0.0,1.4,0.0,0.0,0.0,29.0,0.6,146.0,7.0,2.0,333.0,639.0,2944.0,8.0,7.0,2.0,1.0,1.0,1.0,2.0,1222
$A_{208}$,973.0,0.0,0.5,1.0,5.0,0.0,53.0,0.5,196.0,5.0,7.0,105.0,588.0,1861.0,13.0,10.0,16.0,0.0,1.0,0.0,1.0,1179
$A_{209}$,612.0,1.0,1.9,1.0,6.0,0.0,16.0,0.3,102.0,7.0,7.0,1360.0,1891.0,3161.0,8.0,4.0,3.0,0.0,0.0,0.0,3.0,1234
$A_{210}$,1179.0,1.0,0.8,0.0,1.0,0.0,5.0,0.9,154.0,5.0,17.0,913.0,1429.0,543.0,8.0,7.0,18.0,0.0,0.0,1.0,0.0,1162
$A_{211}$,980.0,1.0,0.5,0.0,0.0,1.0,33.0,0.9,160.0,6.0,0.0,1008.0,1758.0,2268.0,7.0,5.0,4.0,1.0,1.0,0.0,2.0,844
$A_{212}$,1137.0,0.0,2.2,0.0,6.0,1.0,3.0,0.9,173.0,5.0,7.0,1250.0,1285.0,316.0,15.0,14.0,17.0,1.0,0.0,0.0,0.0,1291
$A_{213}$,1485.0,0.0,2.8,0.0,3.0,1.0,44.0,0.1,138.0,4.0,14.0,341.0,774.0,3271.0,14.0,12.0,8.0,1.0,1.0,0.0,3.0,960
$A_{214}$,1201.0,1.0,0.5,0.0,1.0,1.0,10.0,0.4,198.0,6.0,5.0,1151.0,1723.0,726.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,626
$A_{215}$,1695.0,1.0,0.5,1.0,2.0,1.0,47.0,0.5,189.0,5.0,13.0,308.0,1208.0,1629.0,8.0,6.0,11.0,1.0,1.0,0.0,1.0,187
$A_{216}$,1093.0,0.0,0.5,0.0,1.0,1.0,31.0,0.6,171.0,2.0,12.0,1310.0,1420.0,1646.0,12.0,0.0,6.0,1.0,1.0,0.0,1.0,1187
$A_{217}$,1154.0,0.0,0.5,0.0,12.0,1.0,14.0,0.7,156.0,7.0,14.0,251.0,1801.0,587.0,8.0,3.0,4.0,1.0,1.0,1.0,0.0,462
$A_{218}$,697.0,0.0,2.7,1.0,5.0,1.0,20.0,0.4,173.0,2.0,6.0,478.0,1477.0,259.0,12.0,6.0,4.0,1.0,1.0,1.0,0.0,174
$A_{219}$,1511.0,0.0,2.5,1.0,3.0,0.0,21.0,0.2,114.0,3.0,18.0,1455.0,1982.0,3746.0,10.0,0.0,5.0,1.0,0.0,0.0,3.0,1407
$A_{220}$,1062.0,0.0,1.5,0.0,3.0,0.0,45.0,0.2,151.0,3.0,4.0,798.0,1435.0,911.0,14.0,2.0,9.0,0.0,0.0,0.0,0.0,1574
$A_{221}$,1470.0,1.0,1.7,1.0,6.0,0.0,45.0,0.1,121.0,1.0,9.0,777.0,1090.0,3259.0,10.0,1.0,14.0,1.0,0.0,1.0,3.0,566
$A_{222}$,1524.0,0.0,2.5,1.0,11.0,1.0,41.0,1.0,96.0,4.0,20.0,184.0,740.0,1936.0,7.0,0.0,9.0,1.0,1.0,1.0,1.0,132
$A_{223}$,1853.0,0.0,0.5,1.0,1.0,0.0,27.0,0.3,197.0,6.0,13.0,985.0,1005.0,1973.0,10.0,2.0,8.0,1.0,0.0,1.0,2.0,1144
$A_{224}$,1212.0,0.0,2.6,0.0,1.0,1.0,46.0,0.3,102.0,4.0,8.0,611.0,1715.0,2249.0,14.0,3.0,4.0,1.0,1.0,1.0,2.0,618
$A_{225}$,674.0,1.0,2.9,1.0,1.0,0.0,21.0,0.2,198.0,3.0,4.0,576.0,1809.0,1180.0,6.0,3.0,4.0,1.0,1.0,1.0,0.0,182
$A_{226}$,1273.0,1.0,0.7,0.0,1.0,0.0,23.0,0.6,178.0,6.0,14.0,485.0,1399.0,558.0,8.0,5.0,13.0,1.0,0.0,0.0,0.0,1393
$A_{227}$,1109.0,0.0,2.1,0.0,1.0,0.0,34.0,0.1,173.0,1.0,4.0,165.0,1103.0,2821.0,13.0,5.0,17.0,1.0,0.0,1.0,2.0,1459
$A_{228}$,683.0,0.0,0.7,0.0,5.0,0.0,19.0,0.9,173.0,4.0,17.0,954.0,1985.0,2622.0,16.0,3.0,5.0,0.0,0.0,1.0,2.0,1530
$A_{229}$,1902.0,0.0,2.8,1.0,6.0,0.0,50.0,0.8,124.0,8.0,9.0,1142.0,1393.0,343.0,11.0,8.0,18.0,0.0,1.0,0.0,0.0,878
$A_{230}$,1538.0,1.0,2.3,0.0,6.0,1.0,13.0,0.2,121.0,7.0,7.0,567.0,986.0,1494.0,18.0,10.0,12.0,1.0,1.0,1.0,1.0,78
$A_{231}$,1281.0,1.0,2.8,1.0,3.0,1.0,8.0,0.3,144.0,4.0,19.0,590.0,954.0,1851.0,8.0,2.0,9.0,1.0,1.0,0.0,1.0,158
$A_{232}$,689.0,0.0,2.9,1.0,3.0,1.0,7.0,0.8,147.0,2.0,6.0,487.0,722.0,1241.0,9.0,0.0,16.0,1.0,0.0,0.0,0.0,1168
$A_{233}$,1394.0,1.0,0.9,1.0,10.0,1.0,62.0,0.3,175.0,5.0,13.0,1010.0,1565.0,473.0,11.0,1.0,20.0,1.0,1.0,0.0,0.0,48
$A_{234}$,745.0,1.0,0.6,1.0,5.0,0.0,35.0,0.8,102.0,8.0,10.0,89.0,1538.0,2459.0,14.0,1.0,16.0,1.0,1.0,0.0,1.0,552
$A_{235}$,1133.0,0.0,1.4,0.0,3.0,0.0,42.0,0.1,199.0,5.0,12.0,730.0,1543.0,1457.0,18.0,12.0,20.0,1.0,0.0,1.0,1.0,1229
$A_{236}$,1900.0,1.0,2.0,1.0,1.0,0.0,41.0,0.5,190.0,8.0,6.0,912.0,1596.0,850.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,193
$A_{237}$,1193.0,1.0,2.3,0.0,7.0,0.0,20.0,1.0,158.0,7.0,13.0,1442.0,1904.0,1958.0,7.0,5.0,2.0,1.0,0.0,0.0,2.0,1374
$A_{238}$,1565.0,1.0,0.5,0.0,0.0,0.0,38.0,0.1,121.0,5.0,1.0,781.0,1364.0,308.0,19.0,17.0,7.0,1.0,1.0,1.0,0.0,387
$A_{239}$,664.0,1.0,1.1,1.0,1.0,1.0,51.0,0.1,110.0,7.0,4.0,701.0,1478.0,3629.0,19.0,15.0,6.0,1.0,1.0,1.0,3.0,23
$A_{240}$,610.0,1.0,1.6,1.0,9.0,0.0,52.0,0.4,90.0,4.0,19.0,1039.0,1273.0,3472.0,10.0,4.0,12.0,1.0,1.0,1.0,3.0,97
$A_{241}$,1872.0,0.0,0.5,0.0,5.0,1.0,26.0,0.5,172.0,4.0,10.0,672.0,1088.0,2273.0,8.0,4.0,8.0,1.0,0.0,1.0,2.0,1153
$A_{242}$,1757.0,0.0,0.5,0.0,8.0,0.0,49.0,0.5,180.0,6.0,14.0,265.0,713.0,2056.0,7.0,5.0,4.0,0.0,0.0,0.0,1.0,1570
$A_{243}$,1063.0,1.0,1.1,0.0,0.0,1.0,26.0,0.8,101.0,5.0,2.0,1208.0,1232.0,3809.0,17.0,16.0,5.0,1.0,0.0,1.0,3.0,676
$A_{244}$,672.0,1.0,0.6,1.0,13.0,0.0,61.0,0.1,194.0,5.0,20.0,724.0,1127.0,1457.0,14.0,10.0,20.0,1.0,0.0,1.0,0.0,138
$A_{245}$,649.0,1.0,1.4,0.0,4.0,1.0,19.0,0.8,190.0,7.0,12.0,344.0,1551.0,739.0,18.0,1.0,2.0,1.0,1.0,0.0,0.0,601
$A_{246}$,584.0,1.0,1.7,1.0,1.0,1.0,19.0,0.4,199.0,4.0,4.0,919.0,1343.0,3996.0,12.0,9.0,17.0,1.0,1.0,1.0,3.0,42
$A_{247}$,879.0,0.0,1.5,1.0,0.0,1.0,21.0,0.8,187.0,4.0,2.0,463.0,1038.0,2927.0,14.0,13.0,11.0,1.0,0.0,1.0,2.0,760
$A_{248}$,1846.0,1.0,0.6,0.0,1.0,0.0,19.0,0.7,159.0,1.0,2.0,83.0,773.0,1333.0,15.0,6.0,11.0,0.0,1.0,1.0,1.0,970
$A_{249}$,1268.0,1.0,2.9,0.0,9.0,1.0,42.0,0.9,182.0,6.0,17.0,360.0,912.0,931.0,11.0,5.0,20.0,1.0,1.0,0.0,0.0,293
$A_{250}$,1545.0,0.0,1.3,1.0,15.0,1.0,35.0,0.1,173.0,5.0,20.0,115.0,1352.0,3197.0,14.0,9.0,6.0,1.0,0.0,1.0,3.0,362
$A_{251}$,1232.0,0.0,1.2,0.0,12.0,0.0,30.0,0.9,131.0,6.0,14.0,625.0,761.0,1656.0,8.0,4.0,15.0,1.0,1.0,1.0,1.0,875
$A_{252}$,1158.0,0.0,0.7,1.0,1.0,1.0,29.0,0.7,123.0,2.0,20.0,311.0,1796.0,1542.0,17.0,9.0,15.0,1.0,0.0,1.0,1.0,553
$A_{253}$,696.0,1.0,2.4,0.0,11.0,1.0,35.0,0.2,103.0,3.0,13.0,533.0,797.0,2022.0,14.0,11.0,4.0,1.0,0.0,1.0,1.0,301
$A_{254}$,680.0,1.0,2.1,1.0,9.0,1.0,9.0,0.1,131.0,3.0,11.0,1428.0,1500.0,2438.0,14.0,2.0,17.0,1.0,0.0,0.0,2.0,422
$A_{255}$,586.0,1.0,0.6,0.0,16.0,1.0,42.0,0.3,121.0,7.0,17.0,785.0,1118.0,1869.0,12.0,2.0,7.0,1.0,1.0,1.0,1.0,50
$A_{256}$,1308.0,0.0,1.3,1.0,8.0,0.0,46.0,0.9,199.0,1.0,12.0,275.0,989.0,488.0,5.0,3.0,9.0,0.0,1.0,0.0,0.0,1228
$A_{257}$,504.0,1.0,2.8,1.0,2.0,0.0,54.0,0.4,163.0,2.0,10.0,1207.0,1539.0,2378.0,17.0,11.0,2.0,1.0,0.0,0.0,2.0,941
$A_{258}$,1467.0,1.0,0.5,0.0,0.0,0.0,18.0,0.6,122.0,5.0,0.0,888.0,1099.0,3962.0,15.0,11.0,5.0,1.0,1.0,1.0,3.0,765
$A_{259}$,1748.0,0.0,1.7,1.0,6.0,1.0,14.0,0.5,146.0,3.0,7.0,859.0,1234.0,3968.0,16.0,12.0,3.0,1.0,0.0,1.0,3.0,599
$A_{260}$,1417.0,1.0,0.5,0.0,10.0,1.0,45.0,0.9,166.0,4.0,19.0,364.0,1029.0,2129.0,13.0,9.0,12.0,1.0,0.0,1.0,1.0,380
$A_{261}$,999.0,0.0,2.9,1.0,11.0,1.0,64.0,0.2,199.0,4.0,19.0,1397.0,1616.0,2593.0,14.0,11.0,16.0,1.0,1.0,0.0,2.0,176
$A_{262}$,1265.0,0.0,0.6,1.0,4.0,1.0,49.0,0.5,90.0,1.0,5.0,275.0,687.0,1518.0,16.0,11.0,8.0,1.0,0.0,1.0,1.0,606
$A_{263}$,1000.0,1.0,0.5,0.0,12.0,0.0,63.0,0.7,179.0,8.0,18.0,1537.0,1761.0,3744.0,11.0,1.0,7.0,0.0,0.0,1.0,3.0,994
$A_{264}$,1874.0,1.0,2.7,1.0,10.0,0.0,8.0,0.9,166.0,7.0,13.0,964.0,1233.0,1246.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0,662
$A_{265}$,1658.0,1.0,1.4,1.0,0.0,1.0,38.0,0.3,159.0,5.0,0.0,51.0,739.0,2609.0,12.0,11.0,19.0,1.0,0.0,0.0,2.0,664
$A_{266}$,673.0,1.0,1.9,0.0,13.0,1.0,35.0,0.4,142.0,6.0,14.0,1096.0,1570.0,3541.0,18.0,17.0,4.0,1.0,0.0,1.0,3.0,261
$A_{267}$,1127.0,1.0,2.9,1.0,5.0,1.0,57.0,0.8,163.0,1.0,13.0,928.0,1049.0,2048.0,11.0,5.0,17.0,1.0,1.0,1.0,1.0,9
$A_{268}$,614.0,1.0,0.7,0.0,4.0,1.0,51.0,0.1,178.0,7.0,7.0,1012.0,1040.0,2854.0,10.0,7.0,12.0,1.0,0.0,1.0,2.0,472
$A_{269}$,972.0,1.0,0.5,1.0,5.0,0.0,13.0,0.4,193.0,5.0,8.0,1392.0,1795.0,1615.0,11.0,6.0,13.0,0.0,1.0,0.0,1.0,691
$A_{270}$,1821.0,0.0,1.7,0.0,4.0,1.0,10.0,0.8,139.0,8.0,10.0,381.0,1018.0,3220.0,13.0,8.0,18.0,1.0,0.0,1.0,3.0,1089
$A_{271}$,894.0,0.0,2.1,1.0,16.0,0.0,16.0,0.7,168.0,8.0,20.0,286.0,1300.0,3377.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,391
$A_{272}$,891.0,0.0,1.9,1.0,1.0,1.0,18.0,0.1,153.0,6.0,3.0,40.0,1435.0,1303.0,17.0,16.0,4.0,1.0,1.0,1.0,0.0,131
$A_{273}$,694.0,1.0,1.8,1.0,15.0,0.0,36.0,0.4,193.0,4.0,20.0,983.0,1230.0,3676.0,12.0,8.0,5.0,1.0,0.0,1.0,3.0,317
$A_{274}$,603.0,1.0,0.7,1.0,0.0,1.0,64.0,0.2,156.0,6.0,0.0,1842.0,1968.0,604.0,10.0,4.0,8.0,1.0,1.0,1.0,0.0,15
$A_{275}$,972.0,1.0,1.7,0.0,0.0,1.0,54.0,0.7,107.0,3.0,4.0,681.0,1050.0,1900.0,16.0,8.0,19.0,1.0,0.0,1.0,1.0,537
$A_{276}$,685.0,0.0,2.7,0.0,7.0,0.0,17.0,0.3,174.0,6.0,20.0,725.0,870.0,1223.0,8.0,0.0,18.0,1.0,0.0,1.0,0.0,1236
$A_{277}$,603.0,0.0,1.5,0.0,8.0,0.0,12.0,0.7,114.0,6.0,20.0,1003.0,1284.0,1543.0,7.0,5.0,19.0,1.0,1.0,0.0,1.0,1307
$A_{278}$,1563.0,0.0,2.4,0.0,0.0,1.0,24.0,0.2,170.0,8.0,0.0,142.0,1699.0,3660.0,7.0,5.0,5.0,1.0,1.0,0.0,3.0,1249
$A_{279}$,1631.0,0.0,0.5,0.0,2.0,1.0,13.0,0.5,166.0,2.0,16.0,960.0,1735.0,2173.0,12.0,3.0,8.0,1.0,1.0,0.0,2.0,1189
$A_{280}$,1829.0,1.0,2.1,0.0,8.0,0.0,59.0,0.1,91.0,5.0,15.0,1457.0,1919.0,3142.0,16.0,6.0,5.0,1.0,1.0,1.0,3.0,292
$A_{281}$,541.0,1.0,2.3,0.0,4.0,0.0,51.0,0.4,200.0,8.0,17.0,1012.0,1226.0,403.0,11.0,2.0,12.0,0.0,0.0,0.0,0.0,1362
$A_{282}$,1923.0,0.0,1.0,1.0,5.0,1.0,14.0,0.9,154.0,4.0,6.0,15.0,525.0,2519.0,13.0,0.0,16.0,1.0,0.0,1.0,2.0,835
